"REF_DATE","GEO","DGUID","Month of birth","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400627","4.7.2","8.5","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, July","Number of live births","Number","223","units","0","v21400628","4.8.1","761","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400629","4.8.2","8.6","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, August","Number of live births","Number","223","units","0","v21400630","4.9.1","775","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400631","4.9.2","8.8","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, September","Number of live births","Number","223","units","0","v21400632","4.10.1","763","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400633","4.10.2","8.6","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, October","Number of live births","Number","223","units","0","v21400634","4.11.1","761","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400635","4.11.2","8.6","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, November","Number of live births","Number","223","units","0","v21400636","4.12.1","701","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400637","4.12.2","7.9","","","","1"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, December","Number of live births","Number","223","units","0","v21400638","4.13.1","693","","","","0"
"2004","Nova Scotia, place of residence of mother","2016A000212","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400639","4.13.2","7.8","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Total, month of birth","Number of live births","Number","223","units","0","v21400640","5.1.1","6964","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400641","5.1.2","100.0","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, January","Number of live births","Number","223","units","0","v21400642","5.2.1","576","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400643","5.2.2","8.3","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, February","Number of live births","Number","223","units","0","v21400644","5.3.1","532","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400645","5.3.2","7.6","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, March","Number of live births","Number","223","units","0","v21400646","5.4.1","617","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400647","5.4.2","8.9","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, April","Number of live births","Number","223","units","0","v21400648","5.5.1","633","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400649","5.5.2","9.1","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, May","Number of live births","Number","223","units","0","v21400650","5.6.1","533","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400651","5.6.2","7.7","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, June","Number of live births","Number","223","units","0","v21400652","5.7.1","601","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400653","5.7.2","8.6","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, July","Number of live births","Number","223","units","0","v21400654","5.8.1","602","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400655","5.8.2","8.6","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, August","Number of live births","Number","223","units","0","v21400656","5.9.1","600","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400657","5.9.2","8.6","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, September","Number of live births","Number","223","units","0","v21400658","5.10.1","628","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400659","5.10.2","9.0","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, October","Number of live births","Number","223","units","0","v21400660","5.11.1","592","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400661","5.11.2","8.5","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, November","Number of live births","Number","223","units","0","v21400662","5.12.1","504","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400663","5.12.2","7.2","","","","1"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, December","Number of live births","Number","223","units","0","v21400664","5.13.1","546","","","","0"
"2004","New Brunswick, place of residence of mother","2016A000213","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400665","5.13.2","7.8","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Total, month of birth","Number of live births","Number","223","units","0","v21400666","6.1.1","74075","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400667","6.1.2","100.0","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, January","Number of live births","Number","223","units","0","v21400668","6.2.1","5838","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400669","6.2.2","7.9","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, February","Number of live births","Number","223","units","0","v21400670","6.3.1","5582","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400671","6.3.2","7.5","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, March","Number of live births","Number","223","units","0","v21400672","6.4.1","6331","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400673","6.4.2","8.5","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, April","Number of live births","Number","223","units","0","v21400674","6.5.1","6191","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400675","6.5.2","8.4","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, May","Number of live births","Number","223","units","0","v21400676","6.6.1","6333","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400677","6.6.2","8.5","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, June","Number of live births","Number","223","units","0","v21400678","6.7.1","6302","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400679","6.7.2","8.5","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, July","Number of live births","Number","223","units","0","v21400680","6.8.1","6667","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400681","6.8.2","9.0","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, August","Number of live births","Number","223","units","0","v21400682","6.9.1","6385","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400683","6.9.2","8.6","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, September","Number of live births","Number","223","units","0","v21400684","6.10.1","6629","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400685","6.10.2","8.9","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, October","Number of live births","Number","223","units","0","v21400686","6.11.1","6118","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400687","6.11.2","8.3","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, November","Number of live births","Number","223","units","0","v21400688","6.12.1","5899","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400689","6.12.2","8.0","","","","1"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, December","Number of live births","Number","223","units","0","v21400690","6.13.1","5800","","","","0"
"2004","Quebec, place of residence of mother","2016A000224","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400691","6.13.2","7.8","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Total, month of birth","Number of live births","Number","223","units","0","v21400692","7.1.1","134290","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400693","7.1.2","100.0","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, January","Number of live births","Number","223","units","0","v21400694","7.2.1","10727","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400695","7.2.2","8.0","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, February","Number of live births","Number","223","units","0","v21400696","7.3.1","10250","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400697","7.3.2","7.6","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, March","Number of live births","Number","223","units","0","v21400698","7.4.1","11459","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400699","7.4.2","8.5","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, April","Number of live births","Number","223","units","0","v21400700","7.5.1","11375","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400701","7.5.2","8.5","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, May","Number of live births","Number","223","units","0","v21400702","7.6.1","11475","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400703","7.6.2","8.5","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, June","Number of live births","Number","223","units","0","v21400704","7.7.1","11435","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400705","7.7.2","8.5","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, July","Number of live births","Number","223","units","0","v21400706","7.8.1","11673","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400707","7.8.2","8.7","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, August","Number of live births","Number","223","units","0","v21400708","7.9.1","11483","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400709","7.9.2","8.6","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, September","Number of live births","Number","223","units","0","v21400710","7.10.1","11649","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400711","7.10.2","8.7","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, October","Number of live births","Number","223","units","0","v21400712","7.11.1","11273","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400713","7.11.2","8.4","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, November","Number of live births","Number","223","units","0","v21400714","7.12.1","10753","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400715","7.12.2","8.0","","","","1"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, December","Number of live births","Number","223","units","0","v21400716","7.13.1","10738","","","","0"
"2004","Ontario, place of residence of mother","2016A000235","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400717","7.13.2","8.0","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Total, month of birth","Number of live births","Number","223","units","0","v21400718","8.1.1","13822","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400719","8.1.2","100.0","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, January","Number of live births","Number","223","units","0","v21400720","8.2.1","1144","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400721","8.2.2","8.3","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, February","Number of live births","Number","223","units","0","v21400722","8.3.1","1107","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400723","8.3.2","8.0","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, March","Number of live births","Number","223","units","0","v21400724","8.4.1","1135","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400725","8.4.2","8.2","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, April","Number of live births","Number","223","units","0","v21400726","8.5.1","1095","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400727","8.5.2","7.9","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, May","Number of live births","Number","223","units","0","v21400728","8.6.1","1149","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400729","8.6.2","8.3","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, June","Number of live births","Number","223","units","0","v21400730","8.7.1","1194","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400731","8.7.2","8.6","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, July","Number of live births","Number","223","units","0","v21400732","8.8.1","1261","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400733","8.8.2","9.1","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, August","Number of live births","Number","223","units","0","v21400734","8.9.1","1230","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400735","8.9.2","8.9","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, September","Number of live births","Number","223","units","0","v21400736","8.10.1","1207","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400737","8.10.2","8.7","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, October","Number of live births","Number","223","units","0","v21400738","8.11.1","1134","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400739","8.11.2","8.2","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, November","Number of live births","Number","223","units","0","v21400740","8.12.1","1046","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400741","8.12.2","7.6","","","","1"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, December","Number of live births","Number","223","units","0","v21400742","8.13.1","1120","","","","0"
"2004","Manitoba, place of residence of mother","2016A000246","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400743","8.13.2","8.1","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Total, month of birth","Number of live births","Number","223","units","0","v21400744","9.1.1","11988","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400745","9.1.2","100.0","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, January","Number of live births","Number","223","units","0","v21400746","9.2.1","1015","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400747","9.2.2","8.5","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, February","Number of live births","Number","223","units","0","v21400748","9.3.1","933","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400749","9.3.2","7.8","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, March","Number of live births","Number","223","units","0","v21400750","9.4.1","1106","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400751","9.4.2","9.2","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, April","Number of live births","Number","223","units","0","v21400752","9.5.1","1044","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400753","9.5.2","8.7","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, May","Number of live births","Number","223","units","0","v21400754","9.6.1","985","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400755","9.6.2","8.2","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, June","Number of live births","Number","223","units","0","v21400756","9.7.1","1016","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400757","9.7.2","8.5","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, July","Number of live births","Number","223","units","0","v21400758","9.8.1","1013","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400759","9.8.2","8.5","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, August","Number of live births","Number","223","units","0","v21400760","9.9.1","1021","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400761","9.9.2","8.5","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, September","Number of live births","Number","223","units","0","v21400762","9.10.1","1035","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400763","9.10.2","8.6","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, October","Number of live births","Number","223","units","0","v21400764","9.11.1","951","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400765","9.11.2","7.9","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, November","Number of live births","Number","223","units","0","v21400766","9.12.1","925","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400767","9.12.2","7.7","","","","1"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, December","Number of live births","Number","223","units","0","v21400768","9.13.1","944","","","","0"
"2004","Saskatchewan, place of residence of mother","2016A000247","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400769","9.13.2","7.9","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Total, month of birth","Number of live births","Number","223","units","0","v21400770","10.1.1","40789","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400771","10.1.2","100.0","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, January","Number of live births","Number","223","units","0","v21400772","10.2.1","3296","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400773","10.2.2","8.1","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, February","Number of live births","Number","223","units","0","v21400774","10.3.1","3143","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400775","10.3.2","7.7","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, March","Number of live births","Number","223","units","0","v21400776","10.4.1","3381","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400777","10.4.2","8.3","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, April","Number of live births","Number","223","units","0","v21400778","10.5.1","3407","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400779","10.5.2","8.4","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, May","Number of live births","Number","223","units","0","v21400780","10.6.1","3523","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400781","10.6.2","8.6","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, June","Number of live births","Number","223","units","0","v21400782","10.7.1","3535","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400783","10.7.2","8.7","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, July","Number of live births","Number","223","units","0","v21400784","10.8.1","3578","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400785","10.8.2","8.8","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, August","Number of live births","Number","223","units","0","v21400786","10.9.1","3587","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400787","10.9.2","8.8","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, September","Number of live births","Number","223","units","0","v21400788","10.10.1","3553","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400789","10.10.2","8.7","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, October","Number of live births","Number","223","units","0","v21400790","10.11.1","3374","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400791","10.11.2","8.3","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, November","Number of live births","Number","223","units","0","v21400792","10.12.1","3148","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400793","10.12.2","7.7","","","","1"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, December","Number of live births","Number","223","units","0","v21400794","10.13.1","3264","","","","0"
"2004","Alberta, place of residence of mother","2016A000248","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400795","10.13.2","8.0","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Total, month of birth","Number of live births","Number","223","units","0","v21400796","11.1.1","40512","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400797","11.1.2","100.0","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, January","Number of live births","Number","223","units","0","v21400798","11.2.1","3187","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400799","11.2.2","7.9","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, February","Number of live births","Number","223","units","0","v21400800","11.3.1","3061","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, February","Percentage of live births","Percentage","242","units","0","v21400801","11.3.2","7.6","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, March","Number of live births","Number","223","units","0","v21400802","11.4.1","3498","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, March","Percentage of live births","Percentage","242","units","0","v21400803","11.4.2","8.6","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, April","Number of live births","Number","223","units","0","v21400804","11.5.1","3451","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, April","Percentage of live births","Percentage","242","units","0","v21400805","11.5.2","8.5","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, May","Number of live births","Number","223","units","0","v21400806","11.6.1","3468","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, May","Percentage of live births","Percentage","242","units","0","v21400807","11.6.2","8.6","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, June","Number of live births","Number","223","units","0","v21400808","11.7.1","3426","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, June","Percentage of live births","Percentage","242","units","0","v21400809","11.7.2","8.5","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, July","Number of live births","Number","223","units","0","v21400810","11.8.1","3415","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, July","Percentage of live births","Percentage","242","units","0","v21400811","11.8.2","8.4","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, August","Number of live births","Number","223","units","0","v21400812","11.9.1","3512","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, August","Percentage of live births","Percentage","242","units","0","v21400813","11.9.2","8.7","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, September","Number of live births","Number","223","units","0","v21400814","11.10.1","3470","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, September","Percentage of live births","Percentage","242","units","0","v21400815","11.10.2","8.6","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, October","Number of live births","Number","223","units","0","v21400816","11.11.1","3454","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, October","Percentage of live births","Percentage","242","units","0","v21400817","11.11.2","8.5","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, November","Number of live births","Number","223","units","0","v21400818","11.12.1","3258","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, November","Percentage of live births","Percentage","242","units","0","v21400819","11.12.2","8.0","","","","1"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, December","Number of live births","Number","223","units","0","v21400820","11.13.1","3312","","","","0"
"2004","British Columbia, place of residence of mother","2016A000259","Month of birth, December","Percentage of live births","Percentage","242","units","0","v21400821","11.13.2","8.2","","","","1"
"2004","Yukon, place of residence of mother","2016A000260","Total, month of birth","Number of live births","Number","223","units","0","v21400822","12.1.1","364","","","","0"
"2004","Yukon, place of residence of mother","2016A000260","Total, month of birth","Percentage of live births","Percentage","242","units","0","v21400823","12.1.2","100.0","","","","1"
"2004","Yukon, place of residence of mother","2016A000260","Month of birth, January","Number of live births","Number","223","units","0","v21400824","12.2.1","29","","","","0"
"2004","Yukon, place of residence of mother","2016A000260","Month of birth, January","Percentage of live births","Percentage","242","units","0","v21400825","12.2.2","8.0","","","","1"
